,homoloid,mouse,human
11656,42550019,Or5t16,OR5T2
11657,42553422,Or5t17,OR5T1
11658,42550333,Or5t18,OR5T2
11659,42549721,Or5t5,OR5T3
11660,42550482,Or5t7,OR5T2
11661,42549124,Or5t9,OR5T1
11662,42550891,Or5v1,OR5V1
11663,42550890,Or5v1b,OR5V1
11664,42550303,Or5w11,OR5W2
11665,42550304,Or5w22,OR5W2
11666,42550720,Or5w8,OR5W2
11667,42548649,Or6a2,OR6A2
11668,42549179,Or6b1,OR6B1
11669,42549672,Or6b2,OR6B2
11670,42550400,Or6b2b,OR6B2
11671,42548713,Or6b3,OR6B3
11672,42544354,Or6c1,OR6C1
11673,42544384,Or6c1b,OR6C1
11674,42544355,Or6c2,OR6C2
11675,42544357,Or6c209,OR6C68
11676,42544376,Or6c217,OR6C70
11677,42544373,Or6c2b,OR6C2
11678,42544379,Or6c3,OR6C3
11679,42544350,Or6c35,OR6C68
11680,42544400,Or6c3b,OR6C3
11681,42544391,Or6c6,OR6C6
11682,42544356,Or6c65,OR6C65
11683,42544386,Or6c66,OR6C76
11684,42544374,Or6c66b,OR6C76
11685,42544399,Or6c68,OR6C68
11686,42544385,Or6c69b,OR6C70
11687,42544389,Or6c69c,OR6C65
11688,42550078,Or6c6b,OR6C6
11689,42544381,Or6c6c,OR6C6
11690,42544364,Or6c70,OR6C70
11691,42544348,Or6c74,OR6C74
11692,42544353,Or6c75,OR6C75
11693,42544394,Or6c76,OR6C76
11694,42544369,Or6c76b,OR6C76
11695,42544375,Or6c8,OR2AP1
11696,42544368,Or6c8b,OR2AP1
11697,42549939,Or6f1,OR6F1
11698,42547009,Or6k2,OR6K2
11699,42550149,Or6k4,OR6K3
11700,42549317,Or6k6,OR6K6
11701,42545261,Or6n1,OR6N1
11702,42544351,Or6n2,OR6N2
11703,42548923,Or6p1,OR6P1
11704,42548619,Or6s1,OR6S1
11705,42549925,Or6x1,OR6X1
11706,42550615,Or6y1,OR6Y1
11707,42549702,Or7d10,OR7D4
11708,42549295,Or7d11,OR7D4
11709,42548617,Or7d9,OR7D4
11710,42548715,Or7e173,OR7E24
11711,42549482,Or7e174,OR7E24
11712,42549208,Or7e175,OR7E24
11713,42549207,Or7e176,OR7E24
11714,42549471,Or7e177,OR7E24
11715,42550338,Or7e178,OR7E24
11716,42536527,Or7g12,OR7G3
11717,42549007,Or7g16,OR7G2
11718,42550945,Or7g17,OR7G2
11719,42549893,Or7g18,OR7G2
11720,42536541,Or7g19,OR7G3
11721,42536497,Or7g20,OR7G2
11722,42550817,Or7g21,OR7G2
11723,42550816,Or7g22,OR7G2
11724,42550530,Or7g25,OR7G2
11725,42550749,Or7g26,OR7G2
11726,42548837,Or7g30,OR7G2
11727,42550396,Or7g31,OR7G2
11728,42548664,Or7g32,OR7G2
11729,42536457,Or7g33,OR7G2
11730,42550375,Or7g35,OR7G2
11731,42549694,Or8a1,OR8A1
11732,42549373,Or8a1b,OR8A1
11733,42548622,Or8b12,OR8B12
11734,42536433,Or8b12b,OR8B12
11735,42536460,Or8b12c,OR8B12
11736,42549486,Or8b3,OR8B3
11737,42549745,Or8b4,OR8B4
11738,42536553,Or8b8,OR8B8
11739,42536561,Or8d1,OR8D1
11740,42536551,Or8d1b,OR8D1
11741,42553517,Or8d2,OR8D2
11742,42536505,Or8d23,OR8D1
11743,42553516,Or8d2b,OR8D2
11744,42550308,Or8d4,OR8D4
11745,42536434,Or8g17,OR8G5
11746,42536515,Or8g18,OR8G1
11747,42536466,Or8g19,OR8G1
11748,42536495,Or8g20,OR8G1
11749,42536435,Or8g21,OR8G5
11750,42536486,Or8g22,OR8G5
11751,42536558,Or8g23,OR8G1
11752,42548904,Or8g26,OR8G1
11753,42549982,Or8g28,OR8G1
11754,42536520,Or8g30,OR8G1
11755,42536540,Or8g32,OR8G1
11756,42536528,Or8g34,OR8G1
11757,42536511,Or8g4,OR8G1
11758,42550880,Or8i2,OR8I2
11759,42549896,Or8j3,OR8J3
11760,42548721,Or8k1,OR8K1
11761,42548712,Or8k16,OR8K5
11762,42553885,Or8k17,OR8K5
11763,42536479,Or8k18,OR8K5
11764,42536490,Or8k20,OR8K5
11765,42549393,Or8k21,OR8K5
11766,42549499,Or8k22,OR8K3
11767,42549362,Or8k24,OR8K3
11768,42549686,Or8k25,OR8K3
11769,42548660,Or8k27,OR8K3
11770,42549687,Or8k28,OR8K3
11771,42550636,Or8k3,OR8K3
11772,42550518,Or8k30,OR8K3
11773,42549508,Or8k32,OR8K3
11774,42548778,Or8k33,OR8K3
11775,42548777,Or8k35,OR8K3
11776,42548779,Or8k37,OR8K3
11777,42553864,Or8k38,OR8K3
11778,42549992,Or8k39,OR8K3
11779,42553865,Or8k3b,OR8K3
11780,42549607,Or8k40,OR8K3
11781,42550528,Or8k41,OR8K3
11782,42548653,Or8s16,OR8S1
11783,42550114,Or8s2,OR8S1
11784,42549752,Or8s5,OR8S1
11785,42549547,Or8u3-ps,OR8U3
11786,42550624,Or8u8,OR8U8
11787,42549534,Or8u9,OR8U9
11788,42536464,Or8w1,OR5W2
11789,42549100,Or9a2,OR9A2
11790,42549460,Or9a4,OR9A4
11791,42553529,Or9a7,OR9A1P
11792,42549706,Or9g4,OR9G4
11793,42550578,Or9g4b,OR9G4
11794,42553728,Or9g8,OR9G1
11795,42549632,Or9i1,OR9I1
11796,42536470,Or9i14,OR9I1
11797,42549633,Or9i1b,OR9I1
11798,42549374,Or9k2,OR9K2
11799,42548616,Or9k2b,OR9K2
11800,42536544,Or9q1,OR9Q1
11801,42550818,Or9q2,OR9Q2
11802,42544650,Orai1,ORAI1
11803,42547023,Orai2,ORAI2
11804,42550481,Orai3,ORAI3
11805,42538127,Orc1,ORC1
11806,42534388,Orc2,ORC2
11807,42541695,Orc3,ORC3
11808,42534599,Orc4,ORC4
11809,42546580,Orc5,ORC5
11810,42545644,Orc6,ORC6
11811,42550914,Orm1,ORM1
11812,42550915,Orm2,ORM2
11813,42544524,Ormdl1,ORMDL1
11814,42537476,Ormdl2,ORMDL2
11815,42545473,Ormdl3,ORMDL3
11816,42544172,Os9,OS9
11817,42539824,Osbp,OSBP
11818,42533139,Osbp2,OSBP2
11819,42546988,Osbpl10,OSBPL10
11820,42546054,Osbpl11,OSBPL11
11821,42542191,Osbpl1a,OSBPL1A
11822,42534774,Osbpl2,OSBPL2
11823,42533112,Osbpl3,OSBPL3
11824,42543334,Osbpl5,OSBPL5
11825,42541823,Osbpl6,OSBPL6
11826,42541622,Osbpl7,OSBPL7
11827,42537226,Osbpl8,OSBPL8
11828,42545477,Osbpl9,OSBPL9
11829,42544849,Oscar,OSCAR
11830,42546589,Oscp1,OSCP1
11831,42544407,Oser1,OSER1
11832,42536595,Osgep,OSGEP
11833,42537232,Osgepl1,OSGEPL1
11834,42547871,Osgin1,OSGIN1
11835,42545589,Osgin2,OSGIN2
11836,42533606,Osm,OSM
11837,42538659,Osmr,OSMR
11838,42538465,Osr1,OSR1
11839,42541442,Osr2,OSR2
11840,42541054,Ost4,OST4
11841,42535815,Ostc,OSTC
11842,42536999,Ostf1,OSTF1
11843,42543394,Ostm1,OSTM1
11844,42536579,Ostn,OSTN
11845,42535091,Otc,OTC
11846,42541981,Otoa,OTOA
11847,42532925,Otof,OTOF
11848,42543874,Otog,OTOG
11849,42545780,Otogl,OTOGL
11850,42536805,Otol1,OTOL1
11851,42539355,Otop1,OTOP1
11852,42542243,Otop2,OTOP2
11853,42550900,Otop3,OTOP3
11854,42550632,Otor,OTOR
11855,42544233,Otos,OTOS
11856,42541589,Otp,OTP
11857,42537329,Otub1,OTUB1
11858,42549169,Otub2,OTUB2
11859,42549952,Otud1,OTUD1
11860,42543989,Otud3,OTUD3
11861,42536361,Otud4,OTUD4
11862,42541775,Otud5,OTUD5
11863,42544579,Otud6a,OTUD6A
11864,42544578,Otud6b,OTUD6B
11865,42534080,Otud7a,OTUD7A
11866,42536041,Otud7b,OTUD7B
11867,42538150,Otulin,OTULIN
11868,42538151,Otulinl,OTULINL
11869,42537574,Otx1,OTX1
11870,42547297,Otx2,OTX2
11871,42553951,Otx2os1,OTX2-AS1
11872,42537239,Ovca2,OVCA2
11873,42551005,Ovch2,OVCH2
11874,42534269,Ovgp1,OVGP1
11875,42544716,Ovol1,OVOL1
11876,42534277,Ovol2,OVOL2
11877,42534278,Ovol3,OVOL3
11878,42540137,Oxa1l,OXA1L
11879,42541192,Oxct1,OXCT1
11880,42541193,Oxct2a,OXCT2
11881,42541194,Oxct2b,OXCT2
11882,42541969,Oxgr1,OXGR1
11883,42534066,Oxld1,OXLD1
11884,42547607,Oxnad1,OXNAD1
11885,42532302,Oxr1,OXR1
11886,42534577,Oxsm,OXSM
11887,42538209,Oxsr1,OXSR1
11888,42540144,Oxt,OXT
11889,42541983,Oxtr,OXTR
11890,42534793,P2rx1,P2RX1
11891,42537969,P2rx2,P2RX2
11892,42543783,P2rx3,P2RX3
11893,42542526,P2rx4,P2RX4
11894,42540330,P2rx5,P2RX5
11895,42549215,P2rx6,P2RX6
11896,42539693,P2rx7,P2RX7
11897,42544823,P2ry1,P2RY1
11898,42546999,P2ry10,P2RY10
11899,42535584,P2ry12,P2RY12
11900,42540088,P2ry13,P2RY13
11901,42550036,P2ry14,P2RY14
11902,42532946,P2ry2,P2RY2
11903,42532945,P2ry4,P2RY4
11904,42550827,P2ry6,P2RY6
11905,42535514,P3h1,P3H1
11906,42532342,P3h2,P3H2
11907,42542220,P3h3,P3H3
11908,42547485,P3h4,P3H4
11909,42549229,P3r3urf,P3R3URF
11910,42537288,P4ha1,P4HA1
11911,42542709,P4ha2,P4HA2
11912,42539253,P4ha3,P4HA3
11913,42542084,P4hb,P4HB
11914,42540263,P4htm,P4HTM
11915,42536304,Pa2g4,PA2G4
11916,42535202,Pabpc1,PABPC1
11917,42547834,Pabpc1l,PABPC1L
11918,42553866,Pabpc1l2b,PABPC1L2A
11919,42541178,Pabpc4,PABPC4
11920,42541179,Pabpc4l,PABPC4L
11921,42541177,Pabpc5,PABPC5
11922,42537277,Pabpn1,PABPN1
11923,42543483,Pabpn1l,PABPN1L
11924,42540339,Pacc1,PACC1
11925,42542631,Pacrg,PACRG
11926,42550814,Pacrgl,PACRGL
11927,42537591,Pacs1,PACS1
11928,42544560,Pacs2,PACS2
11929,42539369,Pacsin1,PACSIN1
11930,42545156,Pacsin2,PACSIN2
11931,42537719,Pacsin3,PACSIN3
11932,42542322,Padi1,PADI1
11933,42542324,Padi2,PADI2
11934,42542323,Padi3,PADI3
11935,42542321,Padi4,PADI4
11936,42542320,Padi6,PADI6
11937,42546687,Paf1,PAF1
11938,42540303,Pafah1b1,PAFAH1B1
11939,42548249,Pafah1b2,PAFAH1B2
11940,42543827,Pafah1b3,PAFAH1B3
11941,42549791,Pafah2,PAFAH2
11942,42548234,Pag1,PAG1
11943,42543360,Pagr1a,PAGR1
11944,42539740,Pah,PAH
11945,42547798,Paics,PAICS
11946,42541972,Paip1,PAIP1
11947,42549591,Paip2,PAIP2
11948,42547209,Paip2b,PAIP2B
11949,42548074,Pak1,PAK1
11950,42547698,Pak1ip1,PAK1IP1
11951,42543245,Pak2,PAK2
11952,42551035,Pak3,PAK3
11953,42537165,Pak4,PAK4
11954,42543485,Pak5,PAK5
11955,42544416,Pak6,PAK6
11956,42542292,Pakap,PALM2AKAP2
11957,42547949,Palb2,PALB2
11958,42533898,Pald1,PALD1
11959,42538506,Palld,PALLD
11960,42537793,Palm,PALM
11961,42547817,Palm3,PALM3
11962,42537383,Palmd,PALMD
11963,42538596,Pals1,PALS1
11964,42536712,Pals2,PALS2
11965,42532391,Pam,PAM
11966,42545441,Pam16,PAM16
11967,42545442,Pam16l,PAM16
11968,42533796,Pamr1,PAMR1
11969,42546213,Pan2,PAN2
11970,42548205,Pan3,PAN3
11971,42540636,Pank1,PANK1
11972,42548285,Pank2,PANK2
11973,42548759,Pank3,PANK3
11974,42539190,Pank4,PANK4
11975,42553530,Pantr1,PANTR1
11976,42539988,Panx1,PANX1
11977,42542205,Panx2,PANX2
11978,42542343,Panx3,PANX3
11979,42544897,Paox,PAOX
11980,42541762,Papln,PAPLN
11981,42536299,Papola,PAPOLA
11982,42536298,Papolb,PAPOLB
11983,42544184,Papolg,PAPOLG
11984,42540929,Pappa,PAPPA
11985,42535441,Pappa2,PAPPA2
11986,42534696,Papss1,PAPSS1
11987,42538275,Papss2,PAPSS2
11988,42543246,Paqr3,PAQR3
11989,42534436,Paqr4,PAQR4
11990,42537086,Paqr5,PAQR5
11991,42546371,Paqr6,PAQR6
11992,42535100,Paqr7,PAQR7
11993,42545147,Paqr8,PAQR8
11994,42532728,Paqr9,PAQR9
11995,42553559,Paral1,PARAL1
11996,42539391,Pard3,PARD3
11997,42533560,Pard3b,PARD3B
11998,42546916,Pard6a,PARD6A
11999,42539926,Pard6b,PARD6B
12000,42537721,Pard6g,PARD6G
12001,42534781,Parg,PARG
12002,42545368,Park7,PARK7
12003,42541261,Parl,PARL
12004,42545296,Parm1,PARM1
12005,42544138,Parn,PARN
12006,42545083,Parp1,PARP1
12007,42536071,Parp10,PARP10
12008,42550994,Parp11,PARP11
12009,42537466,Parp12,PARP12
12010,42538598,Parp14,PARP14
12011,42543799,Parp16,PARP16
12012,42542900,Parp2,PARP2
12013,42547175,Parp3,PARP3
12014,42533572,Parp4,PARP4
12015,42538936,Parp6,PARP6
12016,42542439,Parp8,PARP8
12017,42533665,Parp9,PARP9
12018,42544586,Parpbp,PARPBP
12019,42547015,Pars2,PARS2
12020,42535038,Parva,PARVA
12021,42545280,Parvb,PARVB
12022,42545104,Parvg,PARVG
12023,42538960,Pask,PASK
12024,42550309,Pate1,PATE1
12025,42550876,Pate2,PATE2
12026,42549586,Pate3,PATE3
12027,42550859,Pate4,PATE4
12028,42546192,Patj,PATJ
12029,42539166,Patl1,PATL1
12030,42534108,Patl2,PATL2
12031,42540737,Patz1,PATZ1
12032,42553400,Paupar,PAUPAR
12033,42542512,Pawr,PAWR
12034,42535770,Pax1,PAX1
12035,42538698,Pax2,PAX2
12036,42540175,Pax3,PAX3
12037,42539805,Pax4,PAX4
12038,42542880,Pax5,PAX5
12039,42539271,Pax6,PAX6
12040,42539806,Pax7,PAX7
12041,42538129,Pax8,PAX8
12042,42535585,Pax9,PAX9
12043,42533732,Paxbp1,PAXBP1
12044,42547414,Paxip1,PAXIP1
12045,42532389,Paxx,PAXX
12046,42534403,Pbdc1,PBDC1
12047,42537748,Pbk,PBK
12048,42532694,Pbld1,PBLD
12049,42532695,Pbld2,PBLD
12050,42542376,Pbp2,PEBP1
12051,42543175,Pbrm1,PBRM1
12052,42533126,Pbx1,PBX1
12053,42534718,Pbx2,PBX2
12054,42540376,Pbx3,PBX3
12055,42545613,Pbx4,PBX4
12056,42542727,Pbxip1,PBXIP1
12057,42543379,Pcare,PCARE
12058,42546280,Pcbd1,PCBD1
12059,42549785,Pcbd2,PCBD2
12060,42542744,Pcbp1,PCBP1
12061,42542743,Pcbp2,PCBP2
12062,42543953,Pcbp3,PCBP3
12063,42533100,Pcbp4,PCBP4
12064,42547726,Pcca,PCCA
12065,42545479,Pccb,PCCB
12066,42539963,Pcdh1,PCDH1
12067,42538791,Pcdh10,PCDH10
12068,42542621,Pcdh11x,PCDH11X
12069,42538489,Pcdh12,PCDH12
12070,42539638,Pcdh15,PCDH15
12071,42537004,Pcdh17,PCDH17
12072,42534932,Pcdh18,PCDH18
12073,42547373,Pcdh19,PCDH19
12074,42547937,Pcdh20,PCDH20
12075,42536033,Pcdh7,PCDH7
12076,42532498,Pcdh8,PCDH8
12077,42548847,Pcdh9,PCDH9
12078,42536081,Pcdha1,PCDHA1
12079,42533019,Pcdha10,PCDHA12
12080,42533018,Pcdha11,PCDHA11
12081,42539305,Pcdha12,PCDHA13
12082,42533014,Pcdha2,PCDHA2
12083,42533020,Pcdha3,PCDHA3
12084,42536307,Pcdha4,PCDHA4
12085,42533015,Pcdha5,PCDHA5
12086,42533016,Pcdha6,PCDHA6
12087,42533017,Pcdha7,PCDHA7
12088,42533013,Pcdha8,PCDHA9
12089,42536308,Pcdha9,PCDHA10
12090,42534477,Pcdhac1,PCDHAC1
12091,42535947,Pcdhac2,PCDHAC2
12092,42535985,Pcdhb1,PCDHB1
12093,42536186,Pcdhb10,PCDHB5
12094,42536193,Pcdhb11,PCDHB5
12095,42535978,Pcdhb12,PCDHB5
12096,42535982,Pcdhb13,PCDHB6
12097,42535980,Pcdhb15,PCDHB7
12098,42535984,Pcdhb17,PCDHB16
12099,42535972,Pcdhb2,PCDHB2
12100,42535976,Pcdhb20,PCDHB14
12101,42535986,Pcdhb22,PCDHB15
12102,42535977,Pcdhb3,PCDHB3
12103,42535969,Pcdhb4,PCDHB5
12104,42535981,Pcdhb5,PCDHB4
12105,42536196,Pcdhb6,PCDHB5
12106,42535973,Pcdhb7,PCDHB4
12107,42536195,Pcdhb8,PCDHB5
12108,42536197,Pcdhb9,PCDHB4
12109,42549653,Pcdhga1,PCDHGA1
12110,42536198,Pcdhga10,PCDHGA10
12111,42536192,Pcdhga11,PCDHGA11
12112,42554060,Pcdhga12,PCDHGA12
12113,42536189,Pcdhga2,PCDHGA2
12114,42550031,Pcdhga3,PCDHGA3
12115,42533474,Pcdhga4,PCDHGA4
12116,42548747,Pcdhga5,PCDHGA5
12117,42554027,Pcdhga6,PCDHGA6
12118,42536190,Pcdhga7,PCDHGA7
12119,42536187,Pcdhga8,PCDHGA8
12120,42547113,Pcdhga9,PCDHGA9
12121,42535968,Pcdhgb1,PCDHGB1
12122,42535970,Pcdhgb2,PCDHGB2
12123,42535971,Pcdhgb4,PCDHGB4
12124,42535975,Pcdhgb5,PCDHGB5
12125,42535974,Pcdhgb6,PCDHGB6
12126,42535983,Pcdhgb7,PCDHGB7
12127,42534478,Pcdhgc3,PCDHGC3
12128,42534998,Pcdhgc4,PCDHGC4
12129,42534999,Pcdhgc5,PCDHGC5
12130,42539895,Pced1a,PCED1A
12131,42539894,Pced1b,PCED1B
12132,42539079,Pcf11,PCF11
12133,42535739,Pcgf1,PCGF1
12134,42550495,Pcgf2,PCGF2
12135,42550995,Pcgf3,PCGF3
12136,42544592,Pcgf5,PCGF5
12137,42538654,Pcgf6,PCGF6
12138,42541434,Pcid2,PCID2
12139,42543719,Pcif1,PCIF1
12140,42543777,Pck1,PCK1
12141,42541796,Pck2,PCK2
12142,42546135,Pclaf,PCLAF
12143,42537502,Pclo,PCLO
12144,42546751,Pcm1,PCM1
12145,42546538,Pcmt1,PCMT1
12146,42548013,Pcmtd1,PCMTD1
12147,42545134,Pcmtd2,PCMTD2
12148,42538749,Pcna,PCNA
12149,42540435,Pcnp,PCNP
12150,42540930,Pcnt,PCNT
12151,42534756,Pcnx,PCNX1
12152,42544472,Pcnx2,PCNX2
12153,42533399,Pcnx3,PCNX3
12154,42545935,Pcnx4,PCNX4
12155,42533446,Pcolce,PCOLCE
12156,42539446,Pcolce2,PCOLCE2
12157,42551015,Pcp2,PCP2
12158,42542094,Pcp4,PCP4
12159,42548321,Pcp4l1,PCP4L1
12160,42546884,Pcsk1,PCSK1
12161,42549792,Pcsk1n,PCSK1N
12162,42548389,Pcsk2,PCSK2
12163,42550004,Pcsk4,PCSK4
12164,42540943,Pcsk5,PCSK5
12165,42541967,Pcsk6,PCSK6
12166,42546943,Pcsk7,PCSK7
12167,42547470,Pcsk9,PCSK9
12168,42547603,Pctp,PCTP
12169,42542483,Pcx,PC
12170,42548554,Pcyox1,PCYOX1
12171,42550524,Pcyox1l,PCYOX1L
12172,42540132,Pcyt1a,PCYT1A
12173,42538482,Pcyt1b,PCYT1B
12174,42545412,Pcyt2,PCYT2
12175,42538818,Pdap1,PDAP1
12176,42539135,Pdc,PDC
12177,42550560,Pdcd1,PDCD1
12178,42541223,Pdcd10,PDCD10
12179,42540253,Pdcd11,PDCD11
12180,42534496,Pdcd1lg2,PDCD1LG2
12181,42546842,Pdcd2,PDCD2
12182,42541358,Pdcd2l,PDCD2L
12183,42548126,Pdcd4,PDCD4
12184,42538545,Pdcd5,PDCD5
12185,42553782,Pdcd5-ps,PDCD5
12186,42547177,Pdcd6,PDCD6
12187,42546376,Pdcd6ip,PDCD6IP
12188,42543835,Pdcd7,PDCD7
12189,42545734,Pdcl,PDCL
12190,42549599,Pdcl2,PDCL2
12191,42543993,Pdcl3,PDCL3
12192,42543023,Pde10a,PDE10A
12193,42539649,Pde11a,PDE11A
12194,42548311,Pde12,PDE12
12195,42536978,Pde1a,PDE1A
12196,42549294,Pde1b,PDE1B
12197,42542742,Pde1c,PDE1C
12198,42550509,Pde2a,PDE2A
12199,42541779,Pde3a,PDE3A
12200,42538154,Pde3b,PDE3B
12201,42544777,Pde4a,PDE4A
12202,42534125,Pde4b,PDE4B
12203,42544753,Pde4c,PDE4C
12204,42541738,Pde4d,PDE4D
12205,42543143,Pde4dip,PDE4DIP
12206,42546739,Pde5a,PDE5A
12207,42540769,Pde6a,PDE6A
12208,42546363,Pde6b,PDE6B
12209,42545731,Pde6c,PDE6C
12210,42534949,Pde6d,PDE6D
12211,42536263,Pde6g,PDE6G
12212,42537634,Pde6h,PDE6H
12213,42546232,Pde7a,PDE7A
12214,42550021,Pde7b,PDE7B
12215,42547712,Pde8a,PDE8A
12216,42543579,Pde8b,PDE8B
12217,42534578,Pde9a,PDE9A
12218,42541682,Pdf,PDF
12219,42539813,Pdgfa,PDGFA
12220,42533939,Pdgfb,PDGFB
12221,42534715,Pdgfc,PDGFC
12222,42545032,Pdgfd,PDGFD
12223,42537777,Pdgfra,PDGFRA
12224,42547863,Pdgfrb,PDGFRB
12225,42539743,Pdgfrl,PDGFRL
12226,42538498,Pdha1,PDHA1
12227,42538499,Pdha2,PDHA2
12228,42535487,Pdhb,PDHB
12229,42543077,Pdhx,PDHX
12230,42542653,Pdia2,PDIA2
12231,42548128,Pdia3,PDIA3
12232,42547065,Pdia4,PDIA4
12233,42539723,Pdia5,PDIA5
12234,42545791,Pdia6,PDIA6
12235,42540791,Pdik1l,PDIK1L
12236,42542964,Pdilt,PDILT
12237,42539885,Pdk1,PDK1
12238,42543205,Pdk2,PDK2
12239,42540509,Pdk3,PDK3
12240,42545056,Pdk4,PDK4
12241,42541098,Pdlim1,PDLIM1
12242,42548012,Pdlim2,PDLIM2
12243,42545735,Pdlim3,PDLIM3
12244,42535315,Pdlim4,PDLIM4
12245,42537710,Pdlim5,PDLIM5
12246,42547551,Pdlim7,PDLIM7
12247,42547248,Pdp1,PDP1
12248,42541013,Pdp2,PDP2
12249,42537339,Pdpk1,PDPK1
12250,42551003,Pdpn,PDPN
12251,42546721,Pdpr,PDPR
12252,42537639,Pdrg1,PDRG1
12253,42539399,Pds5a,PDS5A
12254,42541848,Pds5b,PDS5B
12255,42546789,Pdss1,PDSS1
12256,42543382,Pdss2,PDSS2
12257,42537982,Pdx1,PDX1
12258,42547281,Pdxdc1,PDXDC1
12259,42546322,Pdxk,PDXK
12260,42534466,Pdxp,PDXP
12261,42543933,Pdyn,PDYN
12262,42540787,Pdzd11,PDZD11
12263,42547771,Pdzd2,PDZD2
12264,42540320,Pdzd3,NHERF4
12265,42546148,Pdzd4,PDZD4
12266,42536711,Pdzd7,PDZD7
12267,42536694,Pdzd8,PDZD8
12268,42550542,Pdzd9,PDZD9
12269,42538909,Pdzk1,PDZK1
12270,42536418,Pdzk1ip1,PDZK1IP1
12271,42546201,Pdzph1,PDZPH1P
12272,42542869,Pdzrn3,PDZRN3
12273,42547874,Pdzrn4,PDZRN4
12274,42549537,Pea15a,PEA15
12275,42541637,Peak1,PEAK1
12276,42540764,Pear1,PEAR1
12277,42542377,Pebp1,PEBP1
12278,42553531,Pebp4,PEBP4
12279,42546170,Pecam1,PECAM1
12280,42541355,Pecr,PECR
12281,42542534,Peds1,PEDS1
12282,42544287,Pef1,PEF1
12283,42553627,Peg10,PEG10
12284,42547172,Peg12,FRAT1
12285,42553920,Peg13,PEG13
12286,42551018,Peg3,PEG3
12287,42535997,Peli1,PELI1
12288,42538912,Peli2,PELI2
12289,42546205,Peli3,PELI3
12290,42541217,Pelo,PELO
12291,42542041,Pelp1,PELP1
12292,42548134,Pemt,PEMT
12293,42538492,Penk,PENK
12294,42553369,Pepb,PEPB
12295,42534765,Pepd,PEPD
12296,42545552,Per1,PER1
12297,42544550,Per2,PER2
12298,42539646,Per3,PER3
12299,42553858,Percc1,PERCC1
12300,42541640,Perm1,PERM1
12301,42536030,Perp,PERP
12302,42541110,Pes1,PES1
12303,42533689,Pet100,PET100
12304,42553723,Pet117,PET117
12305,42539151,Pex1,PEX1
12306,42547526,Pex10,PEX10
12307,42543072,Pex11a,PEX11A
12308,42547924,Pex11b,PEX11B
12309,42544695,Pex11g,PEX11G
12310,42542927,Pex12,PEX12
12311,42546117,Pex13,PEX13
12312,42546271,Pex14,PEX14
12313,42543712,Pex16,PEX16
12314,42540573,Pex19,PEX19
12315,42537326,Pex2,PEX2
12316,42537759,Pex26,PEX26
12317,42541344,Pex3,PEX3
12318,42539985,Pex5,PEX5
12319,42546635,Pex5l,PEX5L
12320,42545436,Pex6,PEX6
12321,42542519,Pex7,PEX7
12322,42538516,Pf4,PF4
12323,42546546,Pfas,PFAS
12324,42540745,Pfdn1,PFDN1
12325,42541386,Pfdn2,PFDN2
12326,42545913,Pfdn4,PFDN4
12327,42537910,Pfdn5,PFDN5
12328,42536131,Pfdn6,PFDN6
12329,42533657,Pfkfb1,PFKFB1
12330,42542638,Pfkfb2,PFKFB2
12331,42540700,Pfkfb3,PFKFB3
12332,42538272,Pfkfb4,PFKFB4
12333,42534401,Pfkl,PFKL
12334,42538312,Pfkm,PFKM
12335,42543283,Pfkp,PFKP
12336,42544308,Pfn1,PFN1
12337,42540052,Pfn2,PFN2
12338,42550588,Pfn3,PFN3
12339,42532991,Pfn4,PFN4
12340,42532586,Pfpl,MPEG1
12341,42550424,Pga5,PGA5
12342,42535658,Pgam1,PGAM1
12343,42535105,Pgam2,PGAM2
12344,42541936,Pgam5,PGAM5
12345,42539242,Pgap1,PGAP1
12346,42547601,Pgap2,PGAP2
12347,42532324,Pgap3,PGAP3
12348,42542266,Pgap4,PGAP4
12349,42538179,Pgap6,PGAP6
12350,42553874,Pgbd1,PGBD1
12351,42547395,Pgbd5,PGBD5
12352,42549506,Pgc,PGC
12353,42546879,Pgd,PGD
12354,42539075,Pgf,PGF
12355,42545142,Pgghg,PGGHG
12356,42543134,Pggt1b,PGGT1B
12357,42534973,Pgk1,PGK1
12358,42534972,Pgk2,PGK2
12359,42539024,Pgls,PGLS
12360,42547563,Pglyrp1,PGLYRP1
12361,42539810,Pglyrp2,PGLYRP2
12362,42547564,Pglyrp3,PGLYRP3
12363,42547565,Pglyrp4,PGLYRP4
12364,42537363,Pgm1,PGM1
12365,42537906,Pgm2,PGM2
12366,42547502,Pgm2l1,PGM2L1
12367,42538433,Pgm3,PGM3
12368,42542355,Pgm5,PGM5
12369,42540327,Pgp,PGP
12370,42541792,Pgpep1,PGPEP1
12371,42541264,Pgpep1l,PGPEP1L
12372,42538307,Pgr,PGR
12373,42548242,Pgrmc1,PGRMC1
12374,42548342,Pgrmc2,PGRMC2
12375,42549035,Pgs1,PGS1
12376,42541143,Phactr1,PHACTR1
12377,42545993,Phactr2,PHACTR2
12378,42543838,Phactr3,PHACTR3
12379,42537701,Phactr4,PHACTR4
12380,42537448,Phaf1,PHAF1
12381,42538744,Phax,PHAX
12382,42546087,Phb,PHB1
12383,42540810,Phb2,PHB2
12384,42538341,Phc1,PHC1
12385,42539979,Phc2,PHC2
12386,42534592,Phc3,PHC3
12387,42544739,Pheta1,PHETA1
12388,42541691,Pheta2,PHETA2
12389,42541838,Phex,PHEX
